frame.number,frame.time_relative,ip.src,ip.dst,udp.length,udp.srcport,udp.dstport,dns.flags.response,dns.flags.rcode,dns.qry.name,dns.qry.name.len,dns.count.labels,dns.qry.type,dns.qry.class,dns.count.queries,dns.count.answers,dns.count.auth_rr,dns.count.add_rr,dns.resp.name,dns.resp.len,dns.resp.ttl
44,22.033197000,172.16.249.68,110.185.233.150,114,53,57251,1,0,dnscat.2476017c0fd3ed30b7d4ec008d011d53c7,41,2,16,0x00000001,1,1,0,0,dnscat.2476017c0fd3ed30b7d4ec008d011d53c7,35,60
45,23.080797000,110.185.233.150,172.16.249.68,67,57251,53,0,,dnscat.278f017c0f56e3d2fe0d9c008ef79a7f6c,41,2,15,0x00000001,1,0,0,0,,,
46,23.081378000,172.16.249.68,110.185.233.150,124,53,57251,1,0,dnscat.278f017c0f56e3d2fe0d9c008ef79a7f6c,41,2,15,0x00000001,1,1,0,0,dnscat.278f017c0f56e3d2fe0d9c008ef79a7f6c,45,60
47,24.128889000,110.185.233.150,172.16.249.68,67,57251,53,0,,dnscat.0841017c0f5578e163f352008f5421f565,41,2,16,0x00000001,1,0,0,0,,,
48,24.129416000,172.16.249.68,110.185.233.150,114,53,57251,1,0,dnscat.0841017c0f5578e163f352008f5421f565,41,2,16,0x00000001,1,1,0,0,dnscat.0841017c0f5578e163f352008f5421f565,35,60
49,25.178577000,110.185.233.150,172.16.249.68,67,57251,53,0,,dnscat.4bb8017c0f88974aa6082400900a752eb0,41,2,15,0x00000001,1,0,0,0,,,
50,25.179139000,172.16.249.68,110.185.233.150,124,53,57251,1,0,dnscat.4bb8017c0f88974aa6082400900a752eb0,41,2,15,0x00000001,1,1,0,0,dnscat.4bb8017c0f88974aa6082400900a752eb0,45,60
51,26.227202000,110.185.233.150,172.16.249.68,67,57251,53,0,,dnscat.0e78017c0fdb7f8328801b0091c0f7d29f,41,2,16,0x00000001,1,0,0,0,,,
52,26.227739000,172.16.249.68,110.185.233.150,114,53,57251,1,0,dnscat.0e78017c0fdb7f8328801b0091c0f7d29f,41,2,16,0x00000001,1,1,0,0,dnscat.0e78017c0fdb7f8328801b0091c0f7d29f,35,60
53,27.274348000,110.185.233.150,172.16.249.68,67,57251,53,0,,dnscat.2c35017c0f6a2403ac231800927eccc5e9,41,2,15,0x00000001,1,0,0,0,,,
54,27.274973000,172.16.249.68,110.185.233.150,124,53,57251,1,0,dnscat.2c35017c0f6a2403ac231800927eccc5e9,41,2,15,0x00000001,1,1,0,0,dnscat.2c35017c0f6a2403ac231800927eccc5e9,45,60
