frame.number,frame.time_relative,ip.src,ip.dst,udp.length,udp.srcport,udp.dstport,dns.flags.response,dns.flags.rcode,dns.qry.name,dns.qry.name.len,dns.count.labels,dns.qry.type,dns.qry.class,dns.count.queries,dns.count.answers,dns.count.auth_rr,dns.count.add_rr,dns.resp.name,dns.resp.len,dns.resp.ttl
100,3.290712000,192.168.32.1,192.168.34.182,323,53,57549,1,0,xba.stage.6334499.a.2rrrr.top,29,6,16,0x00000001,1,1,0,0,xba.stage.6334499.a.2rrrr.top,256,1
101,3.291858000,192.168.34.182,192.168.32.1,55,63608,53,0,,yba.stage.6334499.a.2rrrr.top,29,6,16,0x00000001,1,0,0,0,,,
102,3.332889000,192.168.32.1,192.168.34.182,323,53,63608,1,0,yba.stage.6334499.a.2rrrr.top,29,6,16,0x00000001,1,1,0,0,yba.stage.6334499.a.2rrrr.top,256,1
103,3.333918000,192.168.34.182,192.168.32.1,55,59442,53,0,,zba.stage.6334499.a.2rrrr.top,29,6,16,0x00000001,1,0,0,0,,,
104,3.374657000,192.168.32.1,192.168.34.182,323,53,59442,1,0,zba.stage.6334499.a.2rrrr.top,29,6,16,0x00000001,1,1,0,0,zba.stage.6334499.a.2rrrr.top,256,1
105,3.375709000,192.168.34.182,192.168.32.1,55,65514,53,0,,aca.stage.6334499.a.2rrrr.top,29,6,16,0x00000001,1,0,0,0,,,
106,3.417561000,192.168.32.1,192.168.34.182,323,53,65514,1,0,aca.stage.6334499.a.2rrrr.top,29,6,16,0x00000001,1,1,0,0,aca.stage.6334499.a.2rrrr.top,256,1
107,3.418575000,192.168.34.182,192.168.32.1,55,58245,53,0,,bca.stage.6334499.a.2rrrr.top,29,6,16,0x00000001,1,0,0,0,,,
108,3.459611000,192.168.32.1,192.168.34.182,323,53,58245,1,0,bca.stage.6334499.a.2rrrr.top,29,6,16,0x00000001,1,1,0,0,bca.stage.6334499.a.2rrrr.top,256,1
109,3.460703000,192.168.34.182,192.168.32.1,55,61095,53,0,,cca.stage.6334499.a.2rrrr.top,29,6,16,0x00000001,1,0,0,0,,,
110,3.502992000,192.168.32.1,192.168.34.182,323,53,61095,1,0,cca.stage.6334499.a.2rrrr.top,29,6,16,0x00000001,1,1,0,0,cca.stage.6334499.a.2rrrr.top,256,1
111,3.504564000,192.168.34.182,192.168.32.1,55,52987,53,0,,dca.stage.6334499.a.2rrrr.top,29,6,16,0x00000001,1,0,0,0,,,
112,3.544732000,192.168.32.1,192.168.34.182,323,53,52987,1,0,dca.stage.6334499.a.2rrrr.top,29,6,16,0x00000001,1,1,0,0,dca.stage.6334499.a.2rrrr.top,256,1
113,3.546932000,192.168.34.182,192.168.32.1,55,54640,53,0,,eca.stage.6334499.a.2rrrr.top,29,6,16,0x00000001,1,0,0,0,,,
114,3.589444000,192.168.32.1,192.168.34.182,323,53,54640,1,0,eca.stage.6334499.a.2rrrr.top,29,6,16,0x00000001,1,1,0,0,eca.stage.6334499.a.2rrrr.top,256,1
115,3.590523000,192.168.34.182,192.168.32.1,55,61269,53,0,,fca.stage.6334499.a.2rrrr.top,29,6,16,0x00000001,1,0,0,0,,,
116,3.629057000,192.168.32.1,192.168.34.182,323,53,61269,1,0,fca.stage.6334499.a.2rrrr.top,29,6,16,0x00000001,1,1,0,0,fca.stage.6334499.a.2rrrr.top,256,1
117,3.631005000,192.168.34.182,192.168.32.1,55,64726,53,0,,gca.stage.6334499.a.2rrrr.top,29,6,16,0x00000001,1,0,0,0,,,
118,3.672995000,192.168.32.1,192.168.34.182,323,53,64726,1,0,gca.stage.6334499.a.2rrrr.top,29,6,16,0x00000001,1,1,0,0,gca.stage.6334499.a.2rrrr.top,256,1
119,3.674058000,192.168.34.182,192.168.32.1,55,61517,53,0,,hca.stage.6334499.a.2rrrr.top,29,6,16,0x00000001,1,0,0,0,,,
120,3.712512000,192.168.32.1,192.168.34.182,323,53,61517,1,0,hca.stage.6334499.a.2rrrr.top,29,6,16,0x00000001,1,1,0,0,hca.stage.6334499.a.2rrrr.top,256,1
121,3.714085000,192.168.34.182,192.168.32.1,55,53398,53,0,,ica.stage.6334499.a.2rrrr.top,29,6,16,0x00000001,1,0,0,0,,,
122,3.753314000,192.168.32.1,192.168.34.182,323,53,53398,1,0,ica.stage.6334499.a.2rrrr.top,29,6,16,0x00000001,1,1,0,0,ica.stage.6334499.a.2rrrr.top,256,1
123,3.754302000,192.168.34.182,192.168.32.1,55,61062,53,0,,jca.stage.6334499.a.2rrrr.top,29,6,16,0x00000001,1,0,0,0,,,
124,3.796415000,192.168.32.1,192.168.34.182,323,53,61062,1,0,jca.stage.6334499.a.2rrrr.top,29,6,16,0x00000001,1,1,0,0,jca.stage.6334499.a.2rrrr.top,256,1
125,3.797357000,192.168.34.182,192.168.32.1,55,60136,53,0,,kca.stage.6334499.a.2rrrr.top,29,6,16,0x00000001,1,0,0,0,,,
126,3.839194000,192.168.32.1,192.168.34.182,323,53,60136,1,0,kca.stage.6334499.a.2rrrr.top,29,6,16,0x00000001,1,1,0,0,kca.stage.6334499.a.2rrrr.top,256,1
127,3.840202000,192.168.34.182,192.168.32.1,55,53829,53,0,,lca.stage.6334499.a.2rrrr.top,29,6,16,0x00000001,1,0,0,0,,,
128,3.886610000,192.168.32.1,192.168.34.182,323,53,53829,1,0,lca.stage.6334499.a.2rrrr.top,29,6,16,0x00000001,1,1,0,0,lca.stage.6334499.a.2rrrr.top,256,1
129,3.887615000,192.168.34.182,192.168.32.1,55,63927,53,0,,mca.stage.6334499.a.2rrrr.top,29,6,16,0x00000001,1,0,0,0,,,
130,3.929620000,192.168.32.1,192.168.34.182,323,53,63927,1,0,mca.stage.6334499.a.2rrrr.top,29,6,16,0x00000001,1,1,0,0,mca.stage.6334499.a.2rrrr.top,256,1
131,3.930540000,192.168.34.182,192.168.32.1,55,52082,53,0,,nca.stage.6334499.a.2rrrr.top,29,6,16,0x00000001,1,0,0,0,,,
132,3.971543000,192.168.32.1,192.168.34.182,323,53,52082,1,0,nca.stage.6334499.a.2rrrr.top,29,6,16,0x00000001,1,1,0,0,nca.stage.6334499.a.2rrrr.top,256,1
133,3.972504000,192.168.34.182,192.168.32.1,55,54033,53,0,,oca.stage.6334499.a.2rrrr.top,29,6,16,0x00000001,1,0,0,0,,,
134,4.013586000,192.168.32.1,192.168.34.182,323,53,54033,1,0,oca.stage.6334499.a.2rrrr.top,29,6,16,0x00000001,1,1,0,0,oca.stage.6334499.a.2rrrr.top,256,1
135,4.014493000,192.168.34.182,192.168.32.1,55,53249,53,0,,pca.stage.6334499.a.2rrrr.top,29,6,16,0x00000001,1,0,0,0,,,
136,4.054287000,192.168.32.1,192.168.34.182,323,53,53249,1,0,pca.stage.6334499.a.2rrrr.top,29,6,16,0x00000001,1,1,0,0,pca.stage.6334499.a.2rrrr.top,256,1
137,4.055314000,192.168.34.182,192.168.32.1,55,64726,53,0,,qca.stage.6334499.a.2rrrr.top,29,6,16,0x00000001,1,0,0,0,,,
138,4.094037000,192.168.32.1,192.168.34.182,323,53,64726,1,0,qca.stage.6334499.a.2rrrr.top,29,6,16,0x00000001,1,1,0,0,qca.stage.6334499.a.2rrrr.top,256,1
139,4.095129000,192.168.34.182,192.168.32.1,55,65216,53,0,,rca.stage.6334499.a.2rrrr.top,29,6,16,0x00000001,1,0,0,0,,,
140,4.162591000,192.168.32.1,192.168.34.182,323,53,65216,1,0,rca.stage.6334499.a.2rrrr.top,29,6,16,0x00000001,1,1,0,0,rca.stage.6334499.a.2rrrr.top,256,1
141,4.163722000,192.168.34.182,192.168.32.1,55,51607,53,0,,sca.stage.6334499.a.2rrrr.top,29,6,16,0x00000001,1,0,0,0,,,
142,4.204284000,192.168.32.1,192.168.34.182,323,53,51607,1,0,sca.stage.6334499.a.2rrrr.top,29,6,16,0x00000001,1,1,0,0,sca.stage.6334499.a.2rrrr.top,256,1
143,4.205230000,192.168.34.182,192.168.32.1,55,62926,53,0,,tca.stage.6334499.a.2rrrr.top,29,6,16,0x00000001,1,0,0,0,,,
144,4.261638000,192.168.32.1,192.168.34.182,323,53,62926,1,0,tca.stage.6334499.a.2rrrr.top,29,6,16,0x00000001,1,1,0,0,tca.stage.6334499.a.2rrrr.top,256,1
